config_name,normalization,pca_variance,pca_components,kmeans_n_init,spectral_n_neighbors,spectral_affinity,method,ari,silhouette,umap_ari,umap_silhouette,embed_time,func,bins,range,harm_bins,harm_range,pol_bins,pol_range
harmonic_100_30,none,0.95,24,10,20,nearest_neighbors,K-Means,0.016803030747658397,0.38438598084682746,0.036301267216105396,0.46751657,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.95,24,10,20,nearest_neighbors,Spectral,0.037634173412559,0.0908645553899042,0.03555653414731762,0.45924753,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.95,24,50,10,nearest_neighbors,K-Means,0.014918139863867945,0.3902780531475406,0.036301267216105396,0.46751657,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.95,24,50,10,nearest_neighbors,Spectral,0.03736580139823633,0.07848705245923972,0.03847105865179738,0.39372364,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.95,24,50,20,nearest_neighbors,K-Means,0.014918139863867945,0.3902780531475406,0.036301267216105396,0.46751657,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.95,24,50,20,nearest_neighbors,Spectral,0.037634173412559,0.0908645553899042,0.03555653414731762,0.45924753,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.99,66,10,10,nearest_neighbors,K-Means,0.015996746224821147,0.3510358332249386,0.036301267216105396,0.46751657,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.99,66,10,10,nearest_neighbors,Spectral,0.037361512255746354,0.04206916526092594,0.03847105865179738,0.39372364,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.99,66,10,20,nearest_neighbors,K-Means,0.015996746224821147,0.3510358332249386,0.036301267216105396,0.46751657,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.99,66,10,20,nearest_neighbors,Spectral,0.03668268374002443,0.042675481548582486,0.03555653414731762,0.45924753,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.99,66,50,10,nearest_neighbors,K-Means,0.015996746224821147,0.3510358332249386,0.036301267216105396,0.46751657,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.99,66,50,10,nearest_neighbors,Spectral,0.037361512255746354,0.04206916526092594,0.03847105865179738,0.39372364,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.99,66,50,20,nearest_neighbors,K-Means,0.015996746224821147,0.3510358332249386,0.036301267216105396,0.46751657,1.3232238292694092,harmonic,100.0,30.0,,,,
harmonic_100_30,none,0.99,66,50,20,nearest_neighbors,Spectral,0.03668268374002443,0.042675481548582486,0.03555653414731762,0.45924753,1.3232238292694092,harmonic,100.0,30.0,,,,
polynomial_50_4,l2,0.95,14,10,10,nearest_neighbors,K-Means,0.03089917669632354,0.18544622623484258,0.021115176603458036,0.49625224,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.95,14,10,10,nearest_neighbors,Spectral,0.021369234723153437,0.16277666686590828,0.02488868511132963,0.39813232,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.95,14,10,20,nearest_neighbors,K-Means,0.03089917669632354,0.18544622623484258,0.021115176603458036,0.49625224,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.95,14,10,20,nearest_neighbors,Spectral,0.019180889456950297,0.16821124492125805,0.026441019768713638,0.38755876,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.95,14,50,10,nearest_neighbors,K-Means,0.029859685390691046,0.18256033676900227,0.021115176603458036,0.49625224,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.95,14,50,10,nearest_neighbors,Spectral,0.021369234723153437,0.16277666686590828,0.02488868511132963,0.39813232,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.95,14,50,20,nearest_neighbors,K-Means,0.029859685390691046,0.18256033676900227,0.021115176603458036,0.49625224,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.95,14,50,20,nearest_neighbors,Spectral,0.019180889456950297,0.16821124492125805,0.026441019768713638,0.38755876,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.99,21,10,10,nearest_neighbors,K-Means,0.026978647240183014,0.17219739493534428,0.021115176603458036,0.49625224,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.99,21,10,10,nearest_neighbors,Spectral,0.026935087446097294,0.16545559765513293,0.02488868511132963,0.39813232,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.99,21,10,20,nearest_neighbors,K-Means,0.026978647240183014,0.17219739493534428,0.021115176603458036,0.49625224,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.99,21,10,20,nearest_neighbors,Spectral,0.036126853394559524,0.13205733922215362,0.026441019768713638,0.38755876,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.99,21,50,10,nearest_neighbors,K-Means,0.026734826295581743,0.17174181125796575,0.021115176603458036,0.49625224,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.99,21,50,10,nearest_neighbors,Spectral,0.026935087446097294,0.16545559765513293,0.02488868511132963,0.39813232,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.99,21,50,20,nearest_neighbors,K-Means,0.026734826295581743,0.17174181125796575,0.021115176603458036,0.49625224,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,l2,0.99,21,50,20,nearest_neighbors,Spectral,0.036126853394559524,0.13205733922215362,0.026441019768713638,0.38755876,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.95,14,10,10,nearest_neighbors,K-Means,0.00953022959170047,0.28602527605527955,0.028922614421779354,0.43001708,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.95,14,10,10,nearest_neighbors,Spectral,0.020733719304804644,0.07740364175461892,0.02549964499434924,0.38306886,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.95,14,10,20,nearest_neighbors,K-Means,0.00953022959170047,0.28602527605527955,0.028922614421779354,0.43001708,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.95,14,10,20,nearest_neighbors,Spectral,0.02491395320728698,0.07863730290339296,0.024349159201708572,0.3910639,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.95,14,50,10,nearest_neighbors,K-Means,0.00953022959170047,0.28602527605527955,0.027934821503753694,0.42908296,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.95,14,50,10,nearest_neighbors,Spectral,0.020733719304804644,0.07740364175461892,0.02549964499434924,0.38306886,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.95,14,50,20,nearest_neighbors,K-Means,0.00953022959170047,0.28602527605527955,0.027934821503753694,0.42908296,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.95,14,50,20,nearest_neighbors,Spectral,0.02491395320728698,0.07863730290339296,0.024349159201708572,0.3910639,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.99,21,10,10,nearest_neighbors,K-Means,0.00953022959170047,0.26772098423877,0.028922614421779354,0.43001708,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.99,21,10,10,nearest_neighbors,Spectral,0.029089140598828223,0.059453523613038045,0.02549964499434924,0.38306886,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.99,21,10,20,nearest_neighbors,K-Means,0.00953022959170047,0.26772098423877,0.028922614421779354,0.43001708,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.99,21,10,20,nearest_neighbors,Spectral,0.02801015595353723,0.05950594036675349,0.024349159201708572,0.3910639,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.99,21,50,10,nearest_neighbors,K-Means,0.00953022959170047,0.26772098423877,0.027934821503753694,0.42908296,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.99,21,50,10,nearest_neighbors,Spectral,0.029089140598828223,0.059453523613038045,0.02549964499434924,0.38306886,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.99,21,50,20,nearest_neighbors,K-Means,0.00953022959170047,0.26772098423877,0.027934821503753694,0.42908296,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,standard,0.99,21,50,20,nearest_neighbors,Spectral,0.02801015595353723,0.05950594036675349,0.024349159201708572,0.3910639,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,none,0.95,14,10,10,nearest_neighbors,K-Means,0.00953022959170047,0.28602527605503264,0.028922614421779354,0.43001708,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,none,0.95,14,10,10,nearest_neighbors,Spectral,0.020733719304804644,0.07740364175337647,0.02549964499434924,0.38306886,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,none,0.95,14,10,20,nearest_neighbors,K-Means,0.00953022959170047,0.28602527605503264,0.028922614421779354,0.43001708,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,none,0.95,14,10,20,nearest_neighbors,Spectral,0.02491395320728698,0.07863730290285394,0.024349159201708572,0.3910639,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,none,0.95,14,50,10,nearest_neighbors,K-Means,0.00953022959170047,0.28602527605503264,0.027934821503753694,0.42908296,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,none,0.95,14,50,10,nearest_neighbors,Spectral,0.020733719304804644,0.07740364175337647,0.02549964499434924,0.38306886,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,none,0.95,14,50,20,nearest_neighbors,K-Means,0.00953022959170047,0.28602527605503264,0.027934821503753694,0.42908296,1.3220562934875488,polynomial,50.0,4.0,,,,
polynomial_50_4,none,0.95,14,50,20,nearest_neighbors,Spectral,0.02491395320728698,0.07863730290285394,0.024349159201708572,0.3910639,1.3220562934875488,polynomial,50.0,4.0,,,,
