classifier,train_accuracy,accuracy,f1_score,auc,train_time,inference_time,func,bins,range,generation_time
SVM (RBF) + Scaler,0.8549019607843137,0.43333333333333335,0.43217592592592596,0.7011851851851852,0.2227611541748047,0.005927085876464844,harmonic,100,33,1.1865482330322266
Random Forest,1.0,0.4777777777777778,0.47833036244800947,0.7479259259259259,1.220883846282959,0.03353428840637207,harmonic,100,33,1.1865482330322266
MLP,0.5274509803921569,0.36666666666666664,0.3569378306878307,0.7115555555555555,53.573586225509644,0.09650754928588867,harmonic,100,33,1.1865482330322266
SVM (RBF) + Scaler,0.9294117647058824,0.43333333333333335,0.42862867177522346,0.7007407407407407,0.4298100471496582,0.01232004165649414,harmonic,200,33,1.1141347885131836
Random Forest,1.0,0.4444444444444444,0.44178734198895486,0.7370370370370369,1.3057079315185547,0.03362441062927246,harmonic,200,33,1.1141347885131836
MLP,0.6647058823529411,0.28888888888888886,0.279500340641645,0.6801481481481482,55.198660135269165,0.09710478782653809,harmonic,200,33,1.1141347885131836
SVM (RBF) + Scaler,0.9647058823529412,0.3111111111111111,0.31298304704606583,0.7068148148148149,0.6332151889801025,0.017394304275512695,harmonic,300,33,1.122701644897461
Random Forest,1.0,0.4666666666666667,0.4634737479633224,0.7394814814814816,1.381890058517456,0.03413558006286621,harmonic,300,33,1.122701644897461
MLP,0.3784313725490196,0.2111111111111111,0.13347953216374273,0.5949629629629629,46.837268114089966,0.103271484375,harmonic,300,33,1.122701644897461
