func,with_node_labels,bins,range,generation_time,memory_mb,embedding_dim,classifier,train_accuracy,accuracy,f1_score,auc,train_time,harm_bins,harm_range,pol_bins,pol_range
harmonic_with_labels,True,100.0,30.3,3.2894179821014404,1.7596406936645508,103,Random Forest,1.0,0.4888888888888889,0.4918562685239713,0.7874074074074074,1.083326816558838,,,,
harmonic_with_labels,True,100.0,30.3,3.2894179821014404,1.7596406936645508,103,MLP,0.8294117647058824,0.4222222222222222,0.4119895135598859,0.7545185185185185,5.118045330047607,,,,
harmonic,False,150.0,30.3,3.458422899246216,2.0694456100463867,150,SVM (RBF),0.907843137254902,0.45555555555555555,0.4507496917936622,0.7211851851851852,0.48630547523498535,,,,
harmonic,False,150.0,30.3,3.458422899246216,2.0694456100463867,150,Random Forest,1.0,0.4111111111111111,0.4124633377066636,0.7268888888888889,1.0230822563171387,,,,
harmonic,False,150.0,30.3,3.458422899246216,2.0694456100463867,150,MLP,0.38235294117647056,0.23333333333333334,0.1826099582184775,0.6472592592592593,1.4627010822296143,,,,
harmonic_with_labels,True,150.0,30.3,3.458422899246216,2.0694456100463867,153,SVM (RBF),0.9215686274509803,0.4222222222222222,0.4179172191342577,0.7294814814814815,0.5136408805847168,,,,
harmonic_with_labels,True,150.0,30.3,3.458422899246216,2.0694456100463867,153,Random Forest,1.0,0.5,0.4989985565972773,0.7651851851851853,1.0826106071472168,,,,
harmonic_with_labels,True,150.0,30.3,3.458422899246216,2.0694456100463867,153,MLP,0.4470588235294118,0.35555555555555557,0.3504951370468612,0.6377777777777779,1.9704594612121582,,,,
polynomial,False,50.0,3.81,3.271223306655884,1.6008939743041992,50,SVM (RBF),0.884313725490196,0.34444444444444444,0.3316771011268165,0.6577777777777778,0.31645631790161133,,,,
polynomial,False,50.0,3.81,3.271223306655884,1.6008939743041992,50,Random Forest,1.0,0.5,0.49920350457984874,0.7753333333333332,1.0161800384521484,,,,
polynomial,False,50.0,3.81,3.271223306655884,1.6008939743041992,50,MLP,0.8470588235294118,0.3888888888888889,0.38813428813428813,0.7263703703703703,4.508770227432251,,,,
polynomial_with_labels,True,50.0,3.81,3.271223306655884,1.6008939743041992,53,SVM (RBF),0.9411764705882353,0.4111111111111111,0.41069408532643825,0.7248888888888888,0.3119828701019287,,,,
polynomial_with_labels,True,50.0,3.81,3.271223306655884,1.6008939743041992,53,Random Forest,1.0,0.5777777777777777,0.5769408831908833,0.8177777777777778,1.0233540534973145,,,,
polynomial_with_labels,True,50.0,3.81,3.271223306655884,1.6008939743041992,53,MLP,0.8352941176470589,0.4111111111111111,0.41127499463857603,0.7475555555555555,4.230682849884033,,,,
polynomial,False,100.0,3.81,3.273430585861206,1.7767515182495117,100,SVM (RBF),0.9803921568627451,0.45555555555555555,0.4534151034151034,0.6714074074074073,0.38907575607299805,,,,
polynomial,False,100.0,3.81,3.273430585861206,1.7767515182495117,100,Random Forest,1.0,0.5333333333333333,0.5338587848932678,0.776,1.0372588634490967,,,,
polynomial,False,100.0,3.81,3.273430585861206,1.7767515182495117,100,MLP,0.4588235294117647,0.32222222222222224,0.31645885763948683,0.672,1.4986767768859863,,,,
polynomial_with_labels,True,100.0,3.81,3.273430585861206,1.7767515182495117,103,SVM (RBF),0.9941176470588236,0.4444444444444444,0.43645890348476557,0.7063703703703703,0.3945615291595459,,,,
polynomial_with_labels,True,100.0,3.81,3.273430585861206,1.7767515182495117,103,Random Forest,1.0,0.5888888888888889,0.5890123534019804,0.8149629629629629,1.0856866836547852,,,,
polynomial_with_labels,True,100.0,3.81,3.273430585861206,1.7767515182495117,103,MLP,0.8803921568627451,0.4444444444444444,0.43684371184371174,0.7445925925925926,2.747269630432129,,,,
polynomial,False,150.0,3.81,3.179264783859253,2.0947675704956055,150,SVM (RBF),0.9980392156862745,0.35555555555555557,0.3521570397596901,0.669037037037037,0.49025392532348633,,,,
polynomial,False,150.0,3.81,3.179264783859253,2.0947675704956055,150,Random Forest,1.0,0.5444444444444444,0.5395044391663729,0.7845185185185187,0.9686217308044434,,,,
polynomial,False,150.0,3.81,3.179264783859253,2.0947675704956055,150,MLP,0.807843137254902,0.4,0.39547943200117114,0.7225185185185186,2.119534969329834,,,,
polynomial_with_labels,True,150.0,3.81,3.179264783859253,2.0947675704956055,153,SVM (RBF),0.9980392156862745,0.4222222222222222,0.4215051997810618,0.6973333333333334,0.5028297901153564,,,,
polynomial_with_labels,True,150.0,3.81,3.179264783859253,2.0947675704956055,153,Random Forest,1.0,0.5222222222222223,0.5229784769296264,0.801111111111111,0.9756860733032227,,,,
polynomial_with_labels,True,150.0,3.81,3.179264783859253,2.0947675704956055,153,MLP,0.9431372549019608,0.4111111111111111,0.406174141950004,0.7471111111111112,3.2454750537872314,,,,
naive_hybrid,False,,,,,150,SVM (RBF),0.9784313725490196,0.43333333333333335,0.4223357599234177,0.6989629629629629,0.477649450302124,50.0,30.3,100.0,3.81
naive_hybrid,False,,,,,150,Random Forest,1.0,0.4666666666666667,0.4662103174603175,0.7865185185185185,1.0072569847106934,50.0,30.3,100.0,3.81
naive_hybrid,False,,,,,150,MLP,0.9098039215686274,0.4777777777777778,0.4663374249287562,0.7362962962962963,2.960035800933838,50.0,30.3,100.0,3.81
naive_hybrid_with_labels,True,,,,,153,SVM (RBF),0.9901960784313726,0.4888888888888889,0.48452559953261215,0.7149629629629628,0.4923830032348633,50.0,30.3,100.0,3.81
naive_hybrid_with_labels,True,,,,,153,Random Forest,1.0,0.5111111111111111,0.5132890804933815,0.8140740740740741,1.0014910697937012,50.0,30.3,100.0,3.81
naive_hybrid_with_labels,True,,,,,153,MLP,0.6862745098039216,0.4444444444444444,0.42593883081687955,0.7358518518518518,1.9448504447937012,50.0,30.3,100.0,3.81
