ratio,perturbation_type,perturb_time,embed_time,mean_cosine_similarity,std_cosine_similarity,min_cosine_similarity,median_cosine_similarity,mean_l2_distance,mean_relative_change,std_relative_change,rf_acc_original,rf_acc_perturbed,rf_acc_drop,rf_acc_drop_pct,func,with_node_labels,raw_mode,bins,range,harm_bins,harm_range,pol_bins,pol_range
0.1,edge_add,0.1786975860595703,1.800347089767456,0.7041608488760077,0.1025242437938371,0.28197623100839153,0.7111449995211775,337.58845405160054,0.804617291911645,0.14844077789612697,0.5,0.4,0.09999999999999998,19.999999999999996,naive_hybrid,False,True,,,150.0,30.3,150.0,3.81
0.2,edge_add,0.21705341339111328,1.789168357849121,0.464382298671626,0.14508902504923998,0.11159939143255942,0.4606866561760425,511.79278137295756,1.1697239761153337,0.18712778339072927,0.5,0.3333333333333333,0.16666666666666669,33.333333333333336,naive_hybrid,False,True,,,150.0,30.3,150.0,3.81
0.01,edge_remove,0.139967679977417,1.9040358066558838,0.9431092818193091,0.07946357235684054,0.3658605065543149,0.9731764813936707,82.36653646060768,0.2863791146179896,0.17735413627581467,0.5,0.45555555555555555,0.04444444444444445,8.888888888888891,naive_hybrid,False,True,,,150.0,30.3,150.0,3.81
0.05,edge_remove,0.1454792022705078,1.5829441547393799,0.9073575353908603,0.07268545053700604,0.3658605065543149,0.927420878029032,147.30805658996968,0.4041610753199102,0.13797114465372695,0.5,0.35555555555555557,0.14444444444444443,28.888888888888886,naive_hybrid,False,True,,,150.0,30.3,150.0,3.81
0.1,edge_remove,0.14025664329528809,1.6089329719543457,0.8074919619616518,0.09117077317201353,0.3658605065543149,0.8250134303068775,227.48524796457724,0.5867757862702822,0.13896346818597966,0.5,0.3111111111111111,0.18888888888888888,37.77777777777778,naive_hybrid,False,True,,,150.0,30.3,150.0,3.81
0.2,edge_remove,0.13877630233764648,1.5055348873138428,0.6149895394411675,0.1337898421245599,0.22015693697341707,0.6196069142709196,329.5165918322571,0.8087694306647929,0.14579051957931344,0.5,0.3,0.2,40.0,naive_hybrid,False,True,,,150.0,30.3,150.0,3.81
1.0,node_shuffle,0.1257767677307129,1.531383752822876,1.0,1.587010644557875e-16,0.9999999999999994,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,naive_hybrid,False,True,,,150.0,30.3,150.0,3.81
0.01,edge_add,0.27230119705200195,1.6438393592834473,0.9216253506016497,0.09053219002605192,0.28197623100839153,0.9529133334681922,110.95461380288516,0.3537461744480668,0.18533797207829816,0.5,0.4444444444444444,0.05555555555555558,11.111111111111116,naive_hybrid_with_labels,True,True,,,150.0,30.3,150.0,3.81
0.05,edge_add,0.1455371379852295,1.5353453159332275,0.8603901571063932,0.07889961466114072,0.28197623100839153,0.8746312624995352,210.5878656135189,0.5260274105040319,0.1417369100188135,0.5,0.4111111111111111,0.0888888888888889,17.777777777777782,naive_hybrid_with_labels,True,True,,,150.0,30.3,150.0,3.81
0.1,edge_add,0.16849064826965332,1.604748010635376,0.7041608488760077,0.1025242437938371,0.28197623100839153,0.7111449995211775,337.58845405160054,0.804617291911645,0.14844077789612697,0.5,0.4,0.09999999999999998,19.999999999999996,naive_hybrid_with_labels,True,True,,,150.0,30.3,150.0,3.81
0.2,edge_add,0.2412714958190918,1.5817270278930664,0.464382298671626,0.14508902504923998,0.11159939143255942,0.4606866561760425,511.79278137295756,1.1697239761153337,0.18712778339072927,0.5,0.3333333333333333,0.16666666666666669,33.333333333333336,naive_hybrid_with_labels,True,True,,,150.0,30.3,150.0,3.81
0.01,edge_remove,0.13939785957336426,1.5193257331848145,0.9431092818193091,0.07946357235684054,0.3658605065543149,0.9731764813936707,82.36653646060768,0.2863791146179896,0.17735413627581467,0.5,0.45555555555555555,0.04444444444444445,8.888888888888891,naive_hybrid_with_labels,True,True,,,150.0,30.3,150.0,3.81
0.05,edge_remove,0.148223876953125,1.4982576370239258,0.9073575353908603,0.07268545053700604,0.3658605065543149,0.927420878029032,147.30805658996968,0.4041610753199102,0.13797114465372695,0.5,0.35555555555555557,0.14444444444444443,28.888888888888886,naive_hybrid_with_labels,True,True,,,150.0,30.3,150.0,3.81
0.1,edge_remove,0.14809799194335938,1.6152503490447998,0.8074919619616518,0.09117077317201353,0.3658605065543149,0.8250134303068775,227.48524796457724,0.5867757862702822,0.13896346818597966,0.5,0.3111111111111111,0.18888888888888888,37.77777777777778,naive_hybrid_with_labels,True,True,,,150.0,30.3,150.0,3.81
0.2,edge_remove,0.1498866081237793,1.5323054790496826,0.6149895394411675,0.1337898421245599,0.22015693697341707,0.6196069142709196,329.5165918322571,0.8087694306647929,0.14579051957931344,0.5,0.3,0.2,40.0,naive_hybrid_with_labels,True,True,,,150.0,30.3,150.0,3.81
1.0,node_shuffle,0.11718201637268066,1.5299832820892334,1.0,1.587010644557875e-16,0.9999999999999994,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,naive_hybrid_with_labels,True,True,,,150.0,30.3,150.0,3.81
